team_id,team_name,team_crest_pic,team_data_url,league_id,league_name,league_nation,league_logo_pic
107,FC Toulouse,https://tmssl.akamaized.net//images/wappen/tiny/415.png?lm=1740065124,https://www.transfermarkt.com/fc-toulouse/startseite/verein/415/saison_id/2025,5,Ligue 1,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
108,LOSC Lille,https://tmssl.akamaized.net//images/wappen/tiny/1082.png?lm=1529521041,https://www.transfermarkt.com/losc-lille/startseite/verein/1082/saison_id/2025,5,Ligue 1,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
109,Le Havre AC,https://tmssl.akamaized.net//images/wappen/tiny/738.png?lm=1408780648,https://www.transfermarkt.com/ac-le-havre/startseite/verein/738/saison_id/2025,5,Ligue 1,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
110,Le Mans FC,https://tmssl.akamaized.net//images/wappen/tiny/1164.png?lm=1459583517,https://www.transfermarkt.com/le-mans-fc/startseite/verein/1164/saison_id/2025,5,Ligue 1,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
111,OGC Nice,https://tmssl.akamaized.net//images/wappen/tiny/417.png?lm=1408779490,https://www.transfermarkt.com/ogc-nizza/startseite/verein/417/saison_id/2025,5,Ligue 1,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
112,Olympique Lyon,https://tmssl.akamaized.net//images/wappen/tiny/1041.png?lm=1656668172,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041/saison_id/2025,5,Ligue 1,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
113,Olympique Marseille,https://tmssl.akamaized.net//images/wappen/tiny/244.png?lm=1775675175,https://www.transfermarkt.com/olympique-marseille/startseite/verein/244/saison_id/2025,5,Ligue 1,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
114,Paris FC,https://tmssl.akamaized.net//images/wappen/tiny/10004.png?lm=1411995262,https://www.transfermarkt.com/paris-fc/startseite/verein/10004/saison_id/2025,5,Ligue 1,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
115,Paris Saint-Germain,https://tmssl.akamaized.net//images/wappen/tiny/583.png?lm=1728026461,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2025,5,Ligue 1,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
116,RC Lens,https://tmssl.akamaized.net//images/wappen/tiny/826.png?lm=1595457059,https://www.transfermarkt.com/rc-lens/startseite/verein/826/saison_id/2025,5,Ligue 1,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
117,RC Strasbourg Alsace,https://tmssl.akamaized.net//images/wappen/tiny/667.png?lm=1664991833,https://www.transfermarkt.com/rc-strassburg-alsace/startseite/verein/667/saison_id/2025,5,Ligue 1,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
118,Stade Brestois 29,https://tmssl.akamaized.net//images/wappen/tiny/3911.png?lm=1768836091,https://www.transfermarkt.com/stade-brest-29/startseite/verein/3911/saison_id/2025,5,Ligue 1,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
119,Stade Rennais FC,https://tmssl.akamaized.net//images/wappen/tiny/273.png?lm=1691503972,https://www.transfermarkt.com/fc-stade-rennes/startseite/verein/273/saison_id/2025,5,Ligue 1,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
120,Académico Viseu FC,https://tmssl.akamaized.net//images/wappen/tiny/7788.png?lm=1779171515,https://www.transfermarkt.com/academico-viseu-fc/startseite/verein/7788/saison_id/2025,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
121,CD Nacional,https://tmssl.akamaized.net//images/wappen/tiny/982.png?lm=1549988602,https://www.transfermarkt.com/cd-nacional/startseite/verein/982/saison_id/2025,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
122,CD Santa Clara,https://tmssl.akamaized.net//images/wappen/tiny/2423.png?lm=1718909294,https://www.transfermarkt.com/cd-santa-clara/startseite/verein/2423/saison_id/2025,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
123,CF Estrela Amadora,https://tmssl.akamaized.net//images/wappen/tiny/2431.png?lm=1743687810,https://www.transfermarkt.com/cf-estrela-amadora-sad/startseite/verein/2431/saison_id/2025,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
124,CS Marítimo,https://tmssl.akamaized.net//images/wappen/tiny/1301.png?lm=1656600130,https://www.transfermarkt.com/cs-maritimo/startseite/verein/1301/saison_id/2025,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
125,Casa Pia AC,https://tmssl.akamaized.net//images/wappen/tiny/3268.png?lm=1742856850,https://www.transfermarkt.com/casa-pia-ac/startseite/verein/3268/saison_id/2025,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
126,FC Alverca,https://tmssl.akamaized.net//images/wappen/tiny/2521.png?lm=1468133408,https://www.transfermarkt.com/fc-alverca/startseite/verein/2521/saison_id/2025,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
127,FC Arouca,https://tmssl.akamaized.net//images/wappen/tiny/8024.png?lm=1530096604,https://www.transfermarkt.com/fc-arouca/startseite/verein/8024/saison_id/2025,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
128,FC Famalicão,https://tmssl.akamaized.net//images/wappen/tiny/3329.png?lm=1737563329,https://www.transfermarkt.com/fc-famalicao/startseite/verein/3329/saison_id/2025,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
129,FC Porto,https://tmssl.akamaized.net//images/wappen/tiny/720.png?lm=1486310161,https://www.transfermarkt.com/fc-porto/startseite/verein/720/saison_id/2025,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
130,GD Estoril Praia,https://tmssl.akamaized.net//images/wappen/tiny/1465.png?lm=1534340702,https://www.transfermarkt.com/gd-estoril-praia/startseite/verein/1465/saison_id/2025,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
131,Gil Vicente FC,https://tmssl.akamaized.net//images/wappen/tiny/2424.png?lm=1624283300,https://www.transfermarkt.com/gil-vicente-fc/startseite/verein/2424/saison_id/2025,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
132,Moreirense FC,https://tmssl.akamaized.net//images/wappen/tiny/979.png?lm=1552324606,https://www.transfermarkt.com/moreirense-fc/startseite/verein/979/saison_id/2025,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
133,Rio Ave FC,https://tmssl.akamaized.net//images/wappen/tiny/2425.png?lm=1516613968,https://www.transfermarkt.com/rio-ave-fc/startseite/verein/2425/saison_id/2025,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
134,SC Braga,https://tmssl.akamaized.net//images/wappen/tiny/1075.png?lm=1432893871,https://www.transfermarkt.com/sc-braga/startseite/verein/1075/saison_id/2025,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
135,SL Benfica,https://tmssl.akamaized.net//images/wappen/tiny/294.png?lm=1535908439,https://www.transfermarkt.com/benfica-lissabon/startseite/verein/294/saison_id/2025,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
136,Sporting CP,https://tmssl.akamaized.net//images/wappen/tiny/336.png?lm=1782916828,https://www.transfermarkt.com/sporting-lissabon/startseite/verein/336/saison_id/2025,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
137,Vitória Guimarães SC,https://tmssl.akamaized.net//images/wappen/tiny/2420.png?lm=1432894021,https://www.transfermarkt.com/vitoria-guimaraes-sc/startseite/verein/2420/saison_id/2025,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
138,ADO Den Haag,https://tmssl.akamaized.net//images/wappen/tiny/1268.png?lm=1420455700,https://www.transfermarkt.com/ado-den-haag/startseite/verein/1268/saison_id/2025,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
139,AZ Alkmaar,https://tmssl.akamaized.net//images/wappen/tiny/1090.png?lm=1586848339,https://www.transfermarkt.com/az-alkmaar/startseite/verein/1090/saison_id/2025,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
140,Ajax Amsterdam,https://tmssl.akamaized.net//images/wappen/tiny/610.png?lm=1750408025,https://www.transfermarkt.com/ajax-amsterdam/startseite/verein/610/saison_id/2025,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
141,Excelsior Rotterdam,https://tmssl.akamaized.net//images/wappen/tiny/798.png?lm=1626701001,https://www.transfermarkt.com/sbv-excelsior-rotterdam/startseite/verein/798/saison_id/2025,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
142,FC Groningen,https://tmssl.akamaized.net//images/wappen/tiny/202.png?lm=1657052745,https://www.transfermarkt.com/fc-groningen/startseite/verein/202/saison_id/2025,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
143,FC Twente Enschede,https://tmssl.akamaized.net//images/wappen/tiny/317.png?lm=1610789581,https://www.transfermarkt.com/fc-twente-enschede/startseite/verein/317/saison_id/2025,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
144,FC Utrecht,https://tmssl.akamaized.net//images/wappen/tiny/200.png?lm=1628450351,https://www.transfermarkt.com/fc-utrecht/startseite/verein/200/saison_id/2025,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
145,Feyenoord Rotterdam,https://tmssl.akamaized.net//images/wappen/tiny/234.png?lm=1721654567,https://www.transfermarkt.com/feyenoord-rotterdam/startseite/verein/234/saison_id/2025,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
146,Fortuna Sittard,https://tmssl.akamaized.net//images/wappen/tiny/385.png?lm=1777819673,https://www.transfermarkt.com/fortuna-sittard/startseite/verein/385/saison_id/2025,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
147,Go Ahead Eagles,https://tmssl.akamaized.net//images/wappen/tiny/1435.png?lm=1540316767,https://www.transfermarkt.com/go-ahead-eagles-deventer/startseite/verein/1435/saison_id/2025,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
148,NEC Nijmegen,https://tmssl.akamaized.net//images/wappen/tiny/467.png?lm=1460302949,https://www.transfermarkt.com/nec-nijmegen/startseite/verein/467/saison_id/2025,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
149,PEC Zwolle,https://tmssl.akamaized.net//images/wappen/tiny/1269.png?lm=1610790473,https://www.transfermarkt.com/pec-zwolle/startseite/verein/1269/saison_id/2025,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
150,PSV Eindhoven,https://tmssl.akamaized.net//images/wappen/tiny/383.png?lm=1682925949,https://www.transfermarkt.com/psv-eindhoven/startseite/verein/383/saison_id/2025,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
151,SC Cambuur Leeuwarden,https://tmssl.akamaized.net//images/wappen/tiny/133.png?lm=1692824919,https://www.transfermarkt.com/sc-cambuur-leeuwarden/startseite/verein/133/saison_id/2025,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
152,SC Heerenveen,https://tmssl.akamaized.net//images/wappen/tiny/306.png?lm=1655978084,https://www.transfermarkt.com/sc-heerenveen/startseite/verein/306/saison_id/2025,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
153,SC Telstar,https://tmssl.akamaized.net//images/wappen/tiny/1434.png?lm=1407649844,https://www.transfermarkt.com/sc-telstar/startseite/verein/1434/saison_id/2025,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
154,Sparta Rotterdam,https://tmssl.akamaized.net//images/wappen/tiny/468.png?lm=1485262132,https://www.transfermarkt.com/sparta-rotterdam/startseite/verein/468/saison_id/2025,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
155,Willem II Tilburg,https://tmssl.akamaized.net//images/wappen/tiny/403.png?lm=1686931031,https://www.transfermarkt.com/willem-ii-tilburg/startseite/verein/403/saison_id/2025,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
